_DATE,_NAME,MATCHGAME,PRE_DIFF_FORM,PRE_DIFF_GS,PRE_DIFF_GC,PRE_DIFF_ATTACK_STRENGTH,PRE_DIFF_DEFENCE_STRENGTH,PRE_DIFF_PTS,_SEASON,_LEAGUE,_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Sat. 4 Apr.,AS Roma v Napoli,29,0.27419354838709675,-8.0,-15.0,-0.11188811188811187,-0.2097902097902098,6.0,2014..2015,ita,Roma v Napoli,0,-0.6000000000000014,-2,-2,93,11,93,59,39,28,49,20,-1,1,-2,2,0,1,1,0,0,0,0,0,25,85,60,-7,1,0,6,-2,-10,-8,1
Sun. 19 Apr.,AS Roma v Atalanta,31,0.032258064516129004,15.0,-19.0,0.19582245430809397,-0.24804177545691908,28.0,2014..2015,ita,Roma v Atalanta,1,-1.5,2,0,30,-1,33,24,16,39,18,-17,2,-2,2,-2,0,-1,0,10,1,0,1,0,35,40,5,-3,-2,0,-4,-2,3,2,0
Sun. 3 May.,AS Roma v Genoa,34,-0.20967741935483875,-3.0,-13.0,-0.03504672897196259,-0.15186915887850472,11.0,2014..2015,ita,Roma v Genoa,0,2.0,5,2,-1,7,4,-8,3,-9,-8,12,5,-5,5,-5,4,1,0,0,-1,0,0,0,-6,11,17,10,-1,0,-11,-5,6,6,1
Sun. 17 May.,AS Roma v Udinese,36,0.06451612903225806,10.0,-22.0,0.10917030567685582,-0.24017467248908292,23.0,2014..2015,ita,Roma v Udinese,0,1.7999999999999972,8,7,200,5,201,146,71,99,93,28,6,-6,-2,2,7,2,1,18,0,0,2,0,189,213,24,1,-1,0,0,3,1,3,0
Sun. 31 May.,AS Roma v Palermo,38,0.564516129032258,2.0,-25.0,0.020470829068577334,-0.25588536335721596,24.0,2014..2015,ita,Roma v Palermo,2,0.5999999999999979,-3,-1,25,10,19,28,-15,-42,16,37,-3,3,-2,2,-3,-1,0,-9,-1,0,1,0,-77,21,98,0,0,0,5,2,-6,-3,-1
Sun. 31 Aug.,Atalanta v Hellas Verona,1,0,0,0,0,0,0,2014..2015,ita,Atalanta v Verona,1,0.1999999999999993,-2,-1,19,-5,18,29,-8,10,-2,11,2,-2,-2,2,1,0,0,4,3,0,0,0,9,42,33,8,-1,0,0,1,1,1,0
Sun. 21 Sep.,Atalanta v Fiorentina,3,0.5,2.0,-1.0,0.4166666666666667,-0.20833333333333334,3.0,2014..2015,ita,Atalanta v Fiorentina,2,0.8999999999999986,-2,-2,-122,-3,-113,-92,-35,-77,-27,-22,-3,3,3,-3,-6,-5,0,-9,-3,0,3,0,-98,-137,-39,-4,1,0,-1,-3,-10,-2,0
Sat. 27 Sep.,Atalanta v Juventus,5,-0.8333333333333334,-5.0,4.0,-0.5263157894736842,0.42105263157894735,-8.0,2014..2015,ita,Atalanta v Juventus,2,0.8000000000000007,-5,-2,-35,17,-40,-29,-5,-41,-2,10,0,0,1,-1,-4,-3,-1,-1,0,0,0,0,-74,-32,42,1,0,0,-3,0,2,3,-1
Sun. 19 Oct.,Atalanta v Parma,7,-0.03225806451612903,-9.0,-8.0,-0.5960264900662251,-0.5298013245033112,1.0,2014..2015,ita,Atalanta v Parma,0,1.1999999999999993,0,-2,-8,0,-6,7,-4,9,-17,12,1,-1,0,0,0,2,0,14,4,0,1,0,6,8,2,2,2,0,1,5,2,4,0
Wed. 29 Oct.,Atalanta v Napoli,9,-0.5967741935483871,-13.0,-1.0,-0.6310679611650485,-0.04854368932038838,-7.0,2014..2015,ita,Atalanta v Napoli,1,1.9000000000000021,-6,-1,-310,1,-292,-168,-152,-95,-179,-47,-3,3,-6,6,-8,-4,0,-6,-4,0,2,0,-229,-299,-70,6,0,0,3,1,-9,-2,0
Sat. 22 Nov.,Atalanta v AS Roma,12,-0.22580645161290325,-15.0,5.0,-0.5357142857142857,0.17857142857142858,-15.0,2014..2015,ita,Atalanta v Roma,2,2.200000000000003,0,0,-82,0,-85,-46,-27,12,-53,-32,-2,2,-8,8,1,2,0,5,2,0,-2,0,-20,-87,-67,0,1,0,4,-1,-5,-5,-1
Sun. 7 Dec.,Atalanta v Cesena,14,0.20967741935483872,-4.0,-9.0,-0.1204819277108434,-0.2710843373493976,3.0,2014..2015,ita,Atalanta v Cesena,0,1.3000000000000007,2,-1,157,8,150,117,67,90,66,27,2,-2,0,0,1,3,1,15,6,0,1,0,132,158,26,-5,0,0,-7,-6,-1,1,-1
Sun. 21 Dec.,Atalanta v Palermo,16,-0.48387096774193555,-11.0,-5.0,-0.28720626631853785,-0.13054830287206276,-7.0,2014..2015,ita,Atalanta v Palermo,1,2.299999999999997,-4,-4,29,4,33,34,-2,0,12,20,-5,5,1,-1,-5,-4,-2,1,-2,0,0,0,21,26,5,0,1,-1,-3,-1,-1,2,-2
Sun. 11 Jan.,Atalanta v Chievo,18,-0.12903225806451618,1.0,4.0,0.02298850574712641,0.09195402298850575,-1.0,2014..2015,ita,Atalanta v Chievo,1,0.6999999999999993,3,4,-31,-13,-27,-12,-9,48,-47,-22,2,-2,1,-1,2,3,0,9,1,0,-2,0,39,-25,-64,2,1,0,-2,-1,0,1,0
Sun. 1 Feb.,Atalanta v Cagliari,21,-0.4032258064516129,-12.0,-13.0,-0.23076923076923084,-0.25,1.0,2014..2015,ita,Atalanta v Cagliari,0,4.600000000000001,0,-3,-26,15,-17,-6,-8,-2,-19,7,5,-5,1,-1,1,4,1,17,6,0,1,0,-26,-9,17,7,0,0,6,3,-6,-3,0
Sun. 15 Feb.,Atalanta v Inter Milan,23,-0.2419354838709678,-14.0,0.0,-0.24179620034542315,0.0,-6.0,2014..2015,ita,Atalanta v Inter,2,2.6999999999999993,1,0,-109,9,-104,-54,-43,-13,-72,-13,3,-3,4,-4,2,5,1,9,4,0,3,0,-41,-120,-79,-5,1,0,-7,-7,-4,0,-1
Sun. 1 Mar.,Atalanta v Sampdoria,25,-0.27419354838709675,-9.0,8.0,-0.14195583596214512,0.12618296529968454,-13.0,2014..2015,ita,Atalanta v Sampdoria,2,2.8999999999999986,2,-1,-35,-1,-39,15,-28,10,-5,-19,-3,3,2,-2,1,2,1,11,5,0,-1,0,-25,-36,-11,0,-1,0,0,1,3,1,1
Sun. 15 Mar.,Atalanta v Udinese,27,-0.25806451612903225,-7.0,2.0,-0.10416666666666663,0.029761904761904767,-7.0,2014..2015,ita,Atalanta v Udinese,1,4.300000000000001,10,4,72,-2,74,64,24,55,28,5,1,-1,-1,1,8,3,0,10,4,0,0,0,77,73,-4,-5,2,0,-3,0,7,3,0
Sat. 4 Apr.,Atalanta v Torino,29,-0.14516129032258068,-9.0,8.0,-0.1258741258741259,0.11188811188811199,-13.0,2014..2015,ita,Atalanta v Torino,2,0.10000000000000142,-1,2,-57,-14,-51,-25,-25,4,-14,-39,-1,1,4,-4,-2,-1,-1,4,1,0,0,0,19,-60,-79,4,0,0,-7,-7,6,0,-2
Sun. 12 Apr.,Atalanta v Sassuolo,30,-0.4193548387096774,-11.0,-3.0,-0.14844804318488525,-0.04048582995951422,-9.0,2014..2015,ita,Atalanta v Sassuolo,0,1.0,4,0,-30,-1,-36,-28,5,10,-14,-19,0,0,-5,5,3,1,1,-1,1,0,1,0,-16,-42,-26,-8,1,0,-2,-4,-2,-2,1
Sun. 26 Apr.,Atalanta v Empoli,32,0.2258064516129033,-5.0,4.0,-0.06369426751592361,0.05095541401273884,-4.0,2014..2015,ita,Atalanta v Empoli,1,3.3999999999999986,-8,-6,-24,16,-26,-13,0,21,-19,-16,2,-2,-2,2,-5,-4,0,9,0,0,4,0,9,-10,-19,7,1,0,-3,2,1,5,0
Sun. 3 May.,Atalanta v Lazio,34,-0.22580645161290325,-32.0,15.0,-0.37383177570093457,0.17523364485981313,-30.0,2014..2015,ita,Atalanta v Lazio,1,1.8000000000000007,4,3,35,-2,25,36,13,41,24,-16,3,-3,3,-3,1,4,0,2,2,0,0,0,75,40,-35,2,-2,0,-4,-4,1,0,0
Sun. 17 May.,Atalanta v Genoa,36,0.048387096774193505,-19.0,8.0,-0.20742358078602624,0.08733624454148464,-17.0,2014..2015,ita,Atalanta v Genoa,2,5.099999999999998,-2,-1,-117,2,-113,-70,-60,-70,-48,-12,-3,3,7,-7,-2,0,-1,-9,-5,0,-2,0,-118,-124,-6,0,0,0,5,3,-3,-2,0
Sat. 30 May.,Atalanta v AC Milan,38,-0.2096774193548387,-16.0,5.0,-0.16376663254861829,0.05117707267144311,-12.0,2014..2015,ita,Atalanta v AC Milan,2,3.099999999999998,2,0,-118,-14,-112,-65,-53,-33,-52,-37,-4,4,-3,3,3,3,1,-1,1,0,-1,0,-60,-125,-65,3,0,0,0,-1,3,-1,-1
Sun. 14 Sep.,Cagliari v Atalanta,2,0.0,1.0,1.0,0.5882352941176471,0.5882352941176471,0.0,2014..2015,ita,Cagliari v Atalanta,2,-3.6999999999999993,6,4,119,-9,125,68,57,53,76,-4,2,-2,5,-5,3,2,-1,5,0,0,1,0,124,108,-16,-4,0,0,-4,-4,1,0,-1
Wed. 24 Sep.,Cagliari v Torino,4,0.0,2.0,2.0,0.303030303030303,0.30303030303030304,0.0,2014..2015,ita,Cagliari v Torino,2,-3.5,0,2,-44,-20,-48,-5,-49,18,-58,-15,-2,2,1,-1,-2,-2,-2,-4,-1,0,-3,0,8,-46,-54,5,1,0,4,1,-2,-3,-1
Sun. 19 Oct.,Cagliari v Sampdoria,7,-0.7096774193548387,0.0,7.0,0.0,0.4635761589403974,-10.0,2014..2015,ita,Cagliari v Sampdoria,1,-2.5,2,1,15,-18,21,37,-12,61,-21,-15,3,-3,-1,1,1,2,-1,15,5,0,-1,0,76,1,-75,-2,-1,0,4,1,-2,-3,-2
Wed. 29 Oct.,Cagliari v AC Milan,9,0.016129032258064502,-4.0,0.0,-0.19417475728155342,0.0,-7.0,2014..2015,ita,Cagliari v AC Milan,1,-3.099999999999998,1,0,-2,-18,-7,19,-15,13,-14,6,2,-2,0,0,3,2,1,4,2,0,-2,0,-13,-8,5,-3,0,0,-4,-3,-5,1,0
Sun. 9 Nov.,Cagliari v Genoa,11,-0.6774193548387097,2.0,6.0,0.07968127490039845,0.23904382470119528,-9.0,2014..2015,ita,Cagliari v Genoa,1,-1.1999999999999993,1,-1,-28,2,-50,-10,-21,-23,-33,25,1,-1,2,-2,1,2,1,-7,-2,0,-3,0,-65,-53,12,-5,0,0,-1,-1,-4,0,1
Sun. 30 Nov.,Cagliari v Fiorentina,13,-0.14516129032258068,8.0,9.0,0.2614379084967321,0.29411764705882365,-5.0,2014..2015,ita,Cagliari v Fiorentina,2,-3.3000000000000007,-4,-1,24,-9,18,32,-1,20,14,-6,0,0,2,-2,-3,-2,0,-2,-3,0,0,0,29,6,-23,-5,-1,0,-3,0,7,3,-1
Mon. 8 Dec.,Cagliari v Chievo,14,-0.33870967741935476,11.0,7.0,0.3313253012048193,0.21084337349397597,1.0,2014..2015,ita,Cagliari v Chievo,2,-4.199999999999999,-3,-1,48,-13,45,44,-3,-11,47,5,-2,2,4,-4,-1,0,-1,-3,-1,0,1,0,13,56,43,7,0,0,-5,-4,2,1,-2
Thu. 18 Dec.,Cagliari v Juventus,16,-0.3064516129032258,-11.0,20.0,-0.2872062663185381,0.5221932114882507,-24.0,2014..2015,ita,Cagliari v Juventus,2,-4.0,1,4,-135,-15,-118,-61,-65,5,-54,-77,0,0,-5,5,0,-1,0,6,-2,0,1,0,-3,-127,-124,0,1,0,-10,-7,5,3,-2
Sun. 11 Jan.,Cagliari v Cesena,18,-0.06451612903225806,7.0,0.0,0.16091954022988514,0.0,3.0,2014..2015,ita,Cagliari v Cesena,0,-3.1999999999999993,-4,-1,-41,-13,-37,3,-46,-24,-30,12,-7,7,-1,1,-3,-1,1,-11,-2,0,0,0,-72,-45,27,1,-2,0,-7,-3,6,4,2
Sat. 24 Jan.,Cagliari v Sassuolo,20,-0.016129032258064502,2.0,11.0,0.04032258064516131,0.22177419354838712,-9.0,2014..2015,ita,Cagliari v Sassuolo,0,-3.8000000000000007,0,1,-35,-9,-31,-36,-14,-64,-22,34,1,-1,-4,4,2,1,1,-6,0,0,1,0,-83,-31,52,-3,0,0,-1,-2,-1,-1,1
Sun. 8 Feb.,Cagliari v AS Roma,22,-0.12903225806451613,-6.0,24.0,-0.10909090909090913,0.4363636363636363,-24.0,2014..2015,ita,Cagliari v Roma,2,-1.4000000000000021,-3,2,-209,-9,-202,-136,-84,-80,-98,-43,-4,4,1,-1,-3,1,-1,-8,-2,0,2,0,-112,-221,-109,-8,0,0,-3,-5,-3,-2,-1
Mon. 23 Feb.,Cagliari v Inter Milan,24,-0.45161290322580644,-7.0,13.0,-0.11456628477905073,0.21276595744680848,-12.0,2014..2015,ita,Cagliari v Inter,2,-0.9000000000000021,-9,-8,-201,3,-197,-113,-92,-50,-114,-45,-3,3,-1,1,-8,-4,0,-6,-3,0,3,0,-102,-207,-105,-2,0,0,-1,-3,1,-2,0
Sun. 1 Mar.,Cagliari v Hellas Verona,25,-0.12903225806451615,4.0,2.0,0.06309148264984227,0.03154574132492116,-5.0,2014..2015,ita,Cagliari v Verona,2,-2.900000000000002,7,6,124,-18,123,99,44,70,74,-1,4,-4,4,-4,5,3,-1,14,4,0,0,0,162,120,-42,-6,1,0,-8,-3,14,5,-1
Sat. 14 Mar.,Cagliari v Empoli,27,-0.5483870967741936,6.0,21.0,0.0892857142857143,0.3125,-9.0,2014..2015,ita,Cagliari v Empoli,1,0.3000000000000007,3,3,-99,6,-87,-66,-33,-24,-64,-15,2,-2,-2,2,1,-3,0,0,-2,0,0,0,-49,-82,-33,8,1,0,-1,6,2,7,1
Sat. 4 Apr.,Cagliari v Lazio,29,-0.8709677419354839,-17.0,26.0,-0.23776223776223782,0.3636363636363636,-31.0,2014..2015,ita,Cagliari v Lazio,2,-1.1999999999999993,-2,1,-97,-23,-83,-44,-48,-12,-59,-26,1,-1,-1,1,-3,-4,-1,-3,-3,0,3,0,-25,-103,-78,-2,-2,0,-1,-3,-3,-2,-1
Sun. 19 Apr.,Cagliari v Napoli,31,-0.5645161290322581,-15.0,21.0,-0.19582245430809397,0.2741514360313316,-29.0,2014..2015,ita,Cagliari v Napoli,2,-1.8000000000000007,-5,-2,-129,-10,-133,-46,-85,-23,-108,-1,-4,4,2,-2,-4,-3,-1,-7,-2,0,-1,0,-113,-134,-21,-5,-1,0,-1,0,4,1,0
Mon. 4 May.,Cagliari v Parma,34,-0.14516129032258063,11.0,1.0,0.12850467289719625,0.011682242990654124,1.0,2014..2015,ita,Cagliari v Parma,0,-3.200000000000003,-1,0,43,1,36,19,19,-15,6,48,0,0,5,-5,-2,0,1,-4,2,0,0,0,-32,49,81,-5,1,0,-5,-4,6,1,3
Sun. 17 May.,Cagliari v Palermo,36,0.3548387096774194,-5.0,13.0,-0.05458515283842791,0.1419213973799126,-15.0,2014..2015,ita,Cagliari v Palermo,2,-0.09999999999999787,2,2,-9,-19,-10,6,-11,21,-10,-18,2,-2,5,-5,1,1,0,-4,-2,0,0,0,32,-12,-44,-2,-2,0,-2,1,9,3,-1
Sun. 31 May.,Cagliari v Udinese,38,0.5806451612903225,4.0,13.0,0.04094165813715456,0.13306038894575234,-10.0,2014..2015,ita,Cagliari v Udinese,0,0.7999999999999972,1,1,22,-4,19,18,7,4,22,-2,-2,2,-3,3,-4,-2,-1,-5,-1,0,-1,0,25,26,1,-1,-2,0,4,5,7,1,1
Sun. 31 Aug.,Cesena v Parma,1,0,0,0,0,0,0,2014..2015,ita,Cesena v Parma,0,0.0,0,-1,-36,-12,-42,-12,-21,-15,-8,-9,1,-1,1,-1,2,2,1,5,4,0,0,0,-40,-43,-3,0,1,0,7,6,-6,-1,1
Sat. 20 Sep.,Cesena v Empoli,3,0.3333333333333333,1.0,0.0,0.20833333333333334,0.0,3.0,2014..2015,ita,Cesena v Empoli,1,1.2000000000000028,0,0,-109,20,-100,-76,-30,-51,-65,6,-2,2,-5,5,0,-2,0,1,-2,0,2,0,-103,-108,-5,0,1,0,9,8,-6,-1,2
Sun. 28 Sep.,Cesena v AC Milan,5,-0.26666666666666666,-7.0,0.0,-0.7368421052631579,0.0,-3.0,2014..2015,ita,Cesena v AC Milan,1,-0.3000000000000007,-4,-4,-94,-18,-93,-70,-35,-39,-25,-43,-4,4,-2,2,-3,-2,-1,-13,-3,0,0,0,-61,-104,-43,0,1,0,2,-2,-5,-4,0
Sun. 26 Oct.,Cesena v Inter Milan,8,-0.1290322580645161,-7.0,2.0,-0.3954802259887006,0.11299435028248583,-3.0,2014..2015,ita,Cesena v Inter,2,1.0999999999999979,1,0,-124,13,-132,-69,-52,-10,-49,-64,0,0,-1,1,2,2,0,-3,1,0,-1,0,-49,-145,-96,-4,2,1,6,4,-9,-2,-1
Mon. 3 Nov.,Cesena v Hellas Verona,10,-0.27419354838709675,-4.0,0.0,-0.1777777777777778,0.0,-6.0,2014..2015,ita,Cesena v Verona,1,-1.3999999999999986,-2,-1,-33,20,-37,-32,-6,-50,4,6,-2,2,5,-5,-3,-2,1,-9,-3,0,-1,0,-77,-46,31,-3,-2,0,1,3,0,2,1
Sun. 23 Nov.,Cesena v Sampdoria,12,-0.435483870967742,-6.0,10.0,-0.21428571428571425,0.35714285714285715,-13.0,2014..2015,ita,Cesena v Sampdoria,1,1.2999999999999972,-5,0,20,-9,22,15,13,-10,37,0,0,0,-9,9,-4,-1,0,6,1,0,1,0,9,13,4,-2,2,0,-2,-2,2,0,0
Sun. 30 Nov.,Cesena v Genoa,13,-0.2903225806451613,-7.0,7.0,-0.22875816993464054,0.2287581699346405,-12.0,2014..2015,ita,Cesena v Genoa,2,0.6000000000000014,-7,-5,-30,-13,-36,-10,-17,-23,-2,-2,-6,6,2,-2,-6,-4,-2,-5,-4,0,1,0,-25,-29,-4,3,1,0,3,2,2,-1,-1
Sun. 14 Dec.,Cesena v Fiorentina,15,-0.564516129032258,-5.0,14.0,-0.1381215469613259,0.3867403314917127,-12.0,2014..2015,ita,Cesena v Fiorentina,2,-0.6999999999999993,-4,-1,-162,-1,-154,-92,-87,-68,-69,-42,0,0,2,-2,-2,-1,0,-4,1,0,1,0,-113,-145,-32,6,1,0,-1,2,0,3,-1
Tue. 6 Jan.,Cesena v Napoli,17,-0.3548387096774194,-15.0,10.0,-0.364963503649635,0.24330900243309006,-18.0,2014..2015,ita,Cesena v Napoli,2,-1.1999999999999993,-2,-2,-147,-19,-143,-78,-64,-2,-109,-30,-4,4,6,-6,-4,-1,-1,3,1,0,-2,0,-72,-145,-73,0,-1,0,-2,-1,4,1,-2
Sun. 18 Jan.,Cesena v Torino,19,-0.5,2.0,17.0,0.04273504273504275,0.3632478632478632,-10.0,2014..2015,ita,Cesena v Torino,2,-1.3999999999999986,-1,0,14,-6,19,42,-12,56,-3,-21,1,-1,-6,6,-4,-3,-2,12,3,0,0,0,70,11,-59,-1,0,0,-2,-1,0,1,-1
Sun. 1 Feb.,Cesena v Lazio,21,-0.12903225806451613,-17.0,17.0,-0.3269230769230769,0.3269230769230769,-22.0,2014..2015,ita,Cesena v Lazio,0,-0.1999999999999993,1,0,-60,-6,-67,-30,-31,16,-65,-12,-3,3,-5,5,1,2,0,2,4,0,0,0,-4,-64,-60,-3,0,0,5,3,-2,-2,0
Sun. 15 Feb.,Cesena v Juventus,23,-0.4838709677419355,-26.0,33.0,-0.44905008635578575,0.5699481865284974,-38.0,2014..2015,ita,Cesena v Juventus,1,-2.3999999999999986,-4,0,-148,-12,-149,-103,-63,-52,-66,-49,2,-2,0,0,-6,-1,-1,-9,0,0,0,0,-72,-148,-76,5,0,0,-1,0,1,1,-1
Sun. 1 Mar.,Cesena v Udinese,25,0.16129032258064516,-3.0,15.0,-0.04731861198738169,0.2365930599369085,-12.0,2014..2015,ita,Cesena v Udinese,0,0.6999999999999993,4,3,97,5,91,62,40,35,39,28,-1,1,0,0,2,-1,0,1,-3,0,-3,0,66,94,28,-1,2,0,1,-2,-5,-3,0
Sun. 8 Mar.,Cesena v Palermo,26,0.1935483870967742,-14.0,8.0,-0.21538461538461545,0.12307692307692308,-15.0,2014..2015,ita,Cesena v Palermo,1,1.5,-5,-3,-130,-8,-122,-96,-58,-64,-55,-36,0,0,-2,2,-3,0,0,-12,-2,0,0,0,-87,-119,-32,5,-1,0,-1,-1,-5,0,0
Sun. 22 Mar.,Cesena v AS Roma,28,0.29032258064516125,-13.0,27.0,-0.18759018759018764,0.3896103896103895,-29.0,2014..2015,ita,Cesena v Roma,2,0.1999999999999993,-5,-3,-11,-5,-20,-3,0,30,-8,-25,2,-2,3,-3,-5,2,0,5,2,0,0,0,9,-27,-36,-7,0,0,10,3,-10,-7,-1
Sun. 12 Apr.,Cesena v Chievo,30,-0.04838709677419356,7.0,21.0,0.09446693657219973,0.2834008097165992,-10.0,2014..2015,ita,Cesena v Chievo,2,-1.6999999999999993,0,1,9,5,-4,-7,9,8,10,-14,0,0,1,-1,2,1,0,0,-2,0,-2,0,23,9,-14,2,0,0,10,11,0,1,0
Wed. 29 Apr.,Cesena v Atalanta,33,-0.3709677419354839,0.0,12.0,0.0,0.14634146341463417,-8.0,2014..2015,ita,Cesena v Atalanta,1,-2.0,-3,-1,63,18,50,17,34,12,23,17,0,0,0,0,-1,-2,0,-2,3,0,4,0,41,59,18,0,2,0,-2,-6,-7,-4,0
Sun. 10 May.,Cesena v Sassuolo,35,-0.12903225806451615,-7.0,9.0,-0.080091533180778,0.10297482837528615,-13.0,2014..2015,ita,Cesena v Sassuolo,2,0.5,-2,-3,-21,6,-37,-11,-9,-7,2,-15,-1,1,1,-1,0,0,0,3,1,0,-2,0,-31,-25,6,-6,0,0,3,4,-1,1,2
Sun. 24 May.,Cesena v Cagliari,37,-0.25806451612903225,-7.0,2.0,-0.07391763463569168,0.02111932418162621,-4.0,2014..2015,ita,Cesena v Cagliari,2,1.6999999999999993,4,1,-73,20,-65,-54,-30,-25,-30,-29,-1,1,-5,5,4,2,0,-3,-1,0,0,0,-38,-73,-35,5,2,0,12,6,-10,-6,0
Sat. 30 Aug.,Chievo v Juventus,1,0,0,0,0,0,0,2014..2015,ita,Chievo v Juventus,2,0.1999999999999993,-3,-5,-238,-7,-228,-134,-111,-75,-134,-37,-4,4,2,-2,-4,-4,0,-2,1,0,1,0,-147,-221,-74,15,0,0,-1,-2,-2,-1,1
Sun. 21 Sep.,Chievo v Parma,3,0.6666666666666666,-3.0,-5.0,-0.625,-1.0416666666666667,3.0,2014..2015,ita,Chievo v Parma,2,1.1000000000000014,-1,0,-63,-5,-57,-43,-27,-16,-45,-9,-4,4,-2,2,-3,0,1,-6,-1,0,2,0,-48,-58,-10,4,-1,0,7,6,-1,-1,1
Sun. 28 Sep.,Chievo v Empoli,5,-0.2666666666666667,0.0,-1.0,0.0,-0.10526315789473684,1.0,2014..2015,ita,Chievo v Empoli,1,2.5,9,4,-48,-1,-34,-25,-10,41,-39,-41,2,-2,0,0,6,3,0,12,6,0,4,0,65,-19,-84,10,1,0,-2,3,6,5,0
Sun. 26 Oct.,Chievo v Genoa,8,-0.5161290322580645,-2.0,5.0,-0.11299435028248589,0.28248587570621464,-5.0,2014..2015,ita,Chievo v Genoa,2,2.5,7,2,-59,2,-57,-23,-15,35,-52,-20,-1,1,1,-1,5,6,1,6,3,0,4,0,28,-67,-95,0,0,0,-5,-7,-1,-2,1
Sun. 2 Nov.,Chievo v Sassuolo,10,-0.8225806451612904,-4.0,0.0,-0.1777777777777778,0.0,-6.0,2014..2015,ita,Chievo v Sassuolo,1,1.1000000000000014,1,2,-38,6,-45,-32,-4,12,-56,8,0,0,-1,1,0,1,0,-1,0,0,1,0,-29,-48,-19,-2,-2,0,-3,0,-1,3,0
Sun. 9 Nov.,Chievo v Cesena,11,-0.016129032258064502,-1.0,-1.0,-0.03984063745019922,-0.03984063745019928,-2.0,2014..2015,ita,Chievo v Cesena,0,1.4000000000000021,5,3,66,9,67,51,32,41,26,15,4,-4,-2,2,4,1,0,10,0,0,-1,0,79,58,-21,2,4,0,-7,-3,4,4,0
Sat. 29 Nov.,Chievo v Lazio,13,0.38709677419354843,-12.0,1.0,-0.39215686274509803,0.0326797385620915,-10.0,2014..2015,ita,Chievo v Lazio,1,0.5,-2,-1,-115,9,-125,-81,-56,-32,-80,-25,-4,4,-2,2,0,-1,0,-20,-1,0,-1,0,-60,-123,-63,3,0,0,2,3,0,1,0
Mon. 15 Dec.,Chievo v Inter Milan,15,0.6935483870967741,-10.0,-4.0,-0.2762430939226519,-0.11049723756906082,-4.0,2014..2015,ita,Chievo v Inter,2,2.5,-1,-1,-137,12,-124,-75,-67,-30,-84,-27,2,-2,4,-4,-3,-2,0,6,4,0,3,0,-76,-126,-50,-2,2,0,-5,-4,-2,1,-1
Tue. 6 Jan.,Chievo v Torino,17,-0.016129032258064502,0.0,1.0,0.0,0.024330900243309028,-1.0,2014..2015,ita,Chievo v Torino,1,0.8000000000000007,5,3,43,1,47,18,21,75,26,-61,5,-5,0,0,4,2,0,3,0,0,1,0,131,55,-76,7,1,0,-3,-3,-4,0,0
Sun. 18 Jan.,Chievo v Fiorentina,19,-0.11290322580645162,-12.0,3.0,-0.2564102564102564,0.0641025641025641,-9.0,2014..2015,ita,Chievo v Fiorentina,2,0.3000000000000007,1,3,-36,15,-47,-22,-7,-9,-15,-7,1,-1,0,0,-1,-4,-1,1,-1,0,2,0,-7,-39,-32,5,0,0,-5,0,6,5,-1
Sun. 1 Feb.,Chievo v Napoli,21,-0.7419354838709677,-22.0,-1.0,-0.4230769230769231,-0.019230769230769218,-18.0,2014..2015,ita,Chievo v Napoli,2,0.3000000000000007,5,-2,-60,7,-52,-19,-37,-3,-47,-8,-4,4,5,-5,4,6,0,4,5,0,-1,0,-48,-59,-11,9,0,0,7,1,-14,-6,0
Sun. 15 Feb.,Chievo v Sampdoria,23,0.11290322580645157,-12.0,2.0,-0.2072538860103627,0.0345423143350605,-14.0,2014..2015,ita,Chievo v Sampdoria,0,2.3999999999999986,0,-3,-200,2,-197,-113,-99,-74,-90,-47,-4,4,0,0,2,-1,0,-10,0,0,0,0,-164,-204,-40,-2,0,0,5,0,-5,-5,2
Sat. 28 Feb.,Chievo v AC Milan,25,-0.32258064516129037,-17.0,0.0,-0.26813880126182965,0.0,-9.0,2014..2015,ita,Chievo v AC Milan,1,0.0,-3,-1,-153,-3,-143,-86,-62,15,-108,-56,2,-2,-1,1,1,-1,0,9,0,0,0,0,-63,-155,-92,6,-1,0,5,5,1,0,0
Sun. 8 Mar.,Chievo v AS Roma,26,-0.08064516129032256,-20.0,11.0,-0.30769230769230776,0.16923076923076918,-24.0,2014..2015,ita,Chievo v Roma,1,0.6000000000000014,-1,1,-52,-3,-42,-17,-22,32,-26,-44,-1,1,-1,1,1,0,0,13,4,0,1,0,10,-49,-59,1,-1,0,-2,2,4,4,0
